"시도","시군구","레벨01","항목","단위","2019. 12 월",
"강원","양양군","승합","계","","539",
"강원","양양군","화물","계","","3994",
"강원","양양군","특수","계","","61",
"강원","양양군","총계","계","","15562",
"강원","영월군","승용","계","","14090",
"강원","영월군","승합","계","","927",
"강원","영월군","화물","계","","6104",
"강원","영월군","특수","계","","102",
"강원","영월군","총계","계","","21223",
"강원","원주시","승용","계","","138449",
"강원","원주시","승합","계","","5876",
"강원","원주시","화물","계","","26803",
"강원","원주시","특수","계","","551",
"강원","원주시","총계","계","","171679",
"강원","인제군","승용","계","","12493",
"강원","인제군","승합","계","","665",
"강원","인제군","화물","계","","4825",
"강원","인제군","특수","계","","73",
"강원","인제군","총계","계","","18056",
"강원","정선군","승용","계","","13748",
"강원","정선군","승합","계","","869",
"강원","정선군","화물","계","","6256",
"강원","정선군","특수","계","","90",
"강원","정선군","총계","계","","20963",
"강원","철원군","승용","계","","16193",
"강원","철원군","승합","계","","987",
"강원","철원군","화물","계","","6924",
"강원","철원군","특수","계","","70",
"강원","철원군","총계","계","","24174",
"강원","춘천시","승용","계","","108568",
"강원","춘천시","승합","계","","4755",
"강원","춘천시","화물","계","","20502",
"강원","춘천시","특수","계","","565",
"강원","춘천시","총계","계","","134390",
"강원","태백시","승용","계","","16258",
"강원","태백시","승합","계","","1000",
"강원","태백시","화물","계","","3625",
"강원","태백시","특수","계","","105",
"강원","태백시","총계","계","","20988",
"강원","평창군","승용","계","","16348",
"강원","평창군","승합","계","","983",
"강원","평창군","화물","계","","8453",
"강원","평창군","특수","계","","83",
"강원","평창군","총계","계","","25867",
"강원","홍천군","승용","계","","25215",
"강원","홍천군","승합","계","","1832",
"강원","홍천군","화물","계","","11599",
"강원","홍천군","특수","계","","180",
"강원","홍천군","총계","계","","38826",
"강원","화천군","승용","계","","9193",
"강원","화천군","승합","계","","524",
"강원","화천군","화물","계","","3241",
"강원","화천군","특수","계","","52",
"강원","화천군","총계","계","","13010",
"강원","횡성군","승용","계","","17196",
"강원","횡성군","승합","계","","1054",
"강원","횡성군","화물","계","","8074",
"강원","횡성군","특수","계","","108",
"강원","횡성군","총계","계","","26432",
"충북","계","승용","계","","645420",
"충북","계","승합","계","","30343",
"충북","계","화물","계","","157758",
"충북","계","특수","계","","4081",
"충북","계","총계","계","","837602",
"충북","괴산군","승용","계","","14240",
"충북","괴산군","승합","계","","911",
"충북","괴산군","화물","계","","7797",
"충북","괴산군","특수","계","","63",
"충북","괴산군","총계","계","","23011",
"충북","단양군","승용","계","","10335",
"충북","단양군","승합","계","","675",
"충북","단양군","화물","계","","5261",
"충북","단양군","특수","계","","255",
"충북","단양군","총계","계","","16526",
"충북","보은군","승용","계","","11188",
"충북","보은군","승합","계","","790",
"충북","보은군","화물","계","","6634",
"충북","보은군","특수","계","","123",
"충북","보은군","총계","계","","18735",
"충북","영동군","승용","계","","16177",
"충북","영동군","승합","계","","947",
"충북","영동군","화물","계","","8073",
"충북","영동군","특수","계","","86",
"충북","영동군","총계","계","","25283",
"충북","옥천군","승용","계","","18263",
"충북","옥천군","승합","계","","1053",
"충북","옥천군","화물","계","","7982",
"충북","옥천군","특수","계","","124",
"충북","옥천군","총계","계","","27422",
"충북","음성군","승용","계","","41846",
"충북","음성군","승합","계","","2537",
"충북","음성군","화물","계","","14395",
"충북","음성군","특수","계","","253",
"충북","음성군","총계","계","","59031",
"충북","제천시","승용","계","","50924",
"충북","제천시","승합","계","","2336",
"충북","제천시","화물","계","","15389",
"충북","제천시","특수","계","","992",
"충북","제천시","총계","계","","69641",
"충북","증평군","승용","계","","15083",
"충북","증평군","승합","계","","729",
"충북","증평군","화물","계","","3683",
"충북","증평군","특수","계","","86",
"충북","증평군","총계","계","","19581",
"충북","진천군","승용","계","","36534",
"충북","진천군","승합","계","","1831",
"충북","진천군","화물","계","","9539",
"충북","진천군","특수","계","","176",
"충북","진천군","총계","계","","48080",
"충북","청원군","승용","계","","9",
"충북","청원군","승합","계","","3",
"충북","청원군","화물","계","","8",
"충북","청원군","특수","계","","0",
"충북","청원군","총계","계","","20",
"충북","청주시 상당구","승용","계","","68925",
"충북","청주시 상당구","승합","계","","3075",
"충북","청주시 상당구","화물","계","","12363",
"충북","청주시 상당구","특수","계","","320",
"충북","청주시 상당구","총계","계","","84683",
"충북","청주시 서원구","승용","계","","82011",
"충북","청주시 서원구","승합","계","","3558",
"충북","청주시 서원구","화물","계","","12708",
"충북","청주시 서원구","특수","계","","341",
"충북","청주시 서원구","총계","계","","98618",
"충북","청주시 흥덕구","승용","계","","108296",
"충북","청주시 흥덕구","승합","계","","4329",
"충북","청주시 흥덕구","화물","계","","17303",
"충북","청주시 흥덕구","특수","계","","488",
"충북","청주시 흥덕구","총계","계","","130416",
"충북","청주시 청원구","승용","계","","85407",
"충북","청주시 청원구","승합","계","","3588",
"충북","청주시 청원구","화물","계","","15472",
"충북","청주시 청원구","특수","계","","284",
"충북","청주시 청원구","총계","계","","104751",
"충북","충주시","승용","계","","86182",
"충북","충주시","승합","계","","3981",
"충북","충주시","화물","계","","21151",
"충북","충주시","특수","계","","490",
"충북","충주시","총계","계","","111804",
"충남","계","승용","계","","848515",
"충남","계","승합","계","","42498",
"충남","계","화물","계","","222248",
"충남","계","특수","계","","4856",
"충남","계","총계","계","","1118117",
"충남","계룡시","승용","계","","18744",
"충남","계룡시","승합","계","","871",
"충남","계룡시","화물","계","","2226",
"충남","계룡시","특수","계","","46",
"충남","계룡시","총계","계","","21887",
"충남","공주시","승용","계","","39624",
"충남","공주시","승합","계","","2402",
"충남","공주시","화물","계","","13272",
"충남","공주시","특수","계","","222",
"충남","공주시","총계","계","","55520",
"충남","금산군","승용","계","","19568",
"충남","금산군","승합","계","","1560",
"충남","금산군","화물","계","","8883",
"충남","금산군","특수","계","","111",
"충남","금산군","총계","계","","30122",
"충남","논산시","승용","계","","43018",
"충남","논산시","승합","계","","2896",
"충남","논산시","화물","계","","16597",
"충남","논산시","특수","계","","172",
"충남","논산시","총계","계","","62683",
"충남","당진시","승용","계","","72181",
"충남","당진시","승합","계","","3135",
"충남","당진시","화물","계","","19926",
"충남","당진시","특수","계","","1013",
"충남","당진시","총계","계","","96255",
"충남","보령시","승용","계","","37623",
"충남","보령시","승합","계","","1857",
"충남","보령시","화물","계","","13065",
"충남","보령시","특수","계","","267",
"충남","보령시","총계","계","","52812",
"충남","부여군","승용","계","","21913",
"충남","부여군","승합","계","","1685",
"충남","부여군","화물","계","","11371",
"충남","부여군","특수","계","","109",
"충남","부여군","총계","계","","35078",
"충남","서산시","승용","계","","71289",
"충남","서산시","승합","계","","3473",
"충남","서산시","화물","계","","19564",
"충남","서산시","특수","계","","501",
"충남","서산시","총계","계","","94827",
"충남","서천군","승용","계","","18642",
"충남","서천군","승합","계","","996",
"충남","서천군","화물","계","","8081",
"충남","서천군","특수","계","","138",
"충남","서천군","총계","계","","27857",
"충남","아산시","승용","계","","135240",
"충남","아산시","승합","계","","6338",
"충남","아산시","화물","계","","25280",
"충남","아산시","특수","계","","554",
"충남","아산시","총계","계","","167412",
"충남","예산군","승용","계","","29935",
"충남","예산군","승합","계","","1947",
"충남","예산군","화물","계","","11909",
"충남","예산군","특수","계","","205",
"충남","예산군","총계","계","","43996",
"충남","천안시 동남구","승용","계","","106374",
"충남","천안시 동남구","승합","계","","5052",
"충남","천안시 동남구","화물","계","","20645",
"충남","천안시 동남구","특수","계","","539",
"충남","천안시 동남구","총계","계","","132610",
"충남","천안시 서북구","승용","계","","163293",
"충남","천안시 서북구","승합","계","","6398",
"충남","천안시 서북구","화물","계","","21756",
"충남","천안시 서북구","특수","계","","449",
"충남","천안시 서북구","총계","계","","191896",
"충남","청양군","승용","계","","10537",
"충남","청양군","승합","계","","665",
"충남","청양군","화물","계","","6522",
"충남","청양군","특수","계","","128",
"충남","청양군","총계","계","","17852",
"충남","태안군","승용","계","","22480",
"충남","태안군","승합","계","","1271",
"충남","태안군","화물","계","","10164",
"충남","태안군","특수","계","","114",
"충남","태안군","총계","계","","34029",
"충남","홍성군","승용","계","","38054",
"충남","홍성군","승합","계","","1952",
"충남","홍성군","화물","계","","12987",
"충남","홍성군","특수","계","","288",
"충남","홍성군","총계","계","","53281",
"전북","계","승용","계","","705785",
"전북","계","승합","계","","33218",
"전북","계","화물","계","","186226",
"전북","계","특수","계","","3832",
"전북","계","총계","계","","929061",
"전북","고창군","승용","계","","18493",
"전북","고창군","승합","계","","1438",
"전북","고창군","화물","계","","10492",
"전북","고창군","특수","계","","119",
"전북","고창군","총계","계","","30542",
"전북","군산시","승용","계","","107236",
"전북","군산시","승합","계","","4394",
"전북","군산시","화물","계","","21669",
"전북","군산시","특수","계","","794",
"전북","군산시","총계","계","","134093",
"전북","김제시","승용","계","","30713",
"전북","김제시","승합","계","","1804",
"전북","김제시","화물","계","","13697",
"전북","김제시","특수","계","","282",
"전북","김제시","총계","계","","46496",
"전북","남원시","승용","계","","30673",
"전북","남원시","승합","계","","1797",
"전북","남원시","화물","계","","12705",
"전북","남원시","특수","계","","178",
"전북","남원시","총계","계","","45353",
"전북","무주군","승용","계","","7905",
"전북","무주군","승합","계","","580",
"전북","무주군","화물","계","","4473",
"전북","무주군","특수","계","","56",
"전북","무주군","총계","계","","13014",
"전북","부안군","승용","계","","17828",
"전북","부안군","승합","계","","1116",
"전북","부안군","화물","계","","8723",
"전북","부안군","특수","계","","107",
"전북","부안군","총계","계","","27774",
"전북","순창군","승용","계","","9111",
"전북","순창군","승합","계","","546",
"전북","순창군","화물","계","","4985",
"전북","순창군","특수","계","","56",
"전북","순창군","총계","계","","14698",
"전북","완주군","승용","계","","37013",
"전북","완주군","승합","계","","2310",
"전북","완주군","화물","계","","13633",
"전북","완주군","특수","계","","294",
"전북","완주군","총계","계","","53250",
"전북","익산시","승용","계","","107913",
"전북","익산시","승합","계","","5471",
"전북","익산시","화물","계","","27472",
"전북","익산시","특수","계","","528",
"전북","익산시","총계","계","","141384",
"전북","임실군","승용","계","","9433",
"전북","임실군","승합","계","","597",
"전북","임실군","화물","계","","5001",
"전북","임실군","특수","계","","59",
"전북","임실군","총계","계","","15090",
"전북","장수군","승용","계","","7210",
"전북","장수군","승합","계","","465",
"전북","장수군","화물","계","","4442",
"전북","장수군","특수","계","","51",
"전북","장수군","총계","계","","12168",
"전북","전주시 덕진구","승용","계","","146212",
"전북","전주시 덕진구","승합","계","","5236",
"전북","전주시 덕진구","화물","계","","20968",
"전북","전주시 덕진구","특수","계","","625",
"전북","전주시 덕진구","총계","계","","173041",
"전북","전주시 완산구","승용","계","","128298",
"전북","전주시 완산구","승합","계","","4705",
"전북","전주시 완산구","화물","계","","17722",
"전북","전주시 완산구","특수","계","","386",
"전북","전주시 완산구","총계","계","","151111",
"전북","정읍시","승용","계","","39117",
"전북","정읍시","승합","계","","2164",
"전북","정읍시","화물","계","","15391",
"전북","정읍시","특수","계","","248",
"전북","정읍시","총계","계","","56920",
"전북","진안군","승용","계","","8630",
"전북","진안군","승합","계","","595",
"전북","진안군","화물","계","","4853",
"전북","진안군","특수","계","","49",
"전북","진안군","총계","계","","14127",
"전남","계","승용","계","","767000",
"전남","계","승합","계","","39950",
"전남","계","화물","계","","242281",
"전남","계","특수","계","","7008",
"전남","계","총계","계","","1056239",
"전남","강진군","승용","계","","11440",
"전남","강진군","승합","계","","789",
"전남","강진군","화물","계","","7074",
"전남","강진군","특수","계","","114",
"전남","강진군","총계","계","","19417",
"전남","고흥군","승용","계","","18382",
"전남","고흥군","승합","계","","1334",
"전남","고흥군","화물","계","","11872",
"전남","고흥군","특수","계","","87",
"전남","고흥군","총계","계","","31675",
"전남","곡성군","승용","계","","9362",
"전남","곡성군","승합","계","","584",
"전남","곡성군","화물","계","","5127",
"전남","곡성군","특수","계","","87",
"전남","곡성군","총계","계","","15160",
"전남","광양시","승용","계","","66396",
"전남","광양시","승합","계","","2847",
"전남","광양시","화물","계","","16857",
"전남","광양시","특수","계","","1890",
"전남","광양시","총계","계","","87990",
"전남","구례군","승용","계","","9025",
"전남","구례군","승합","계","","554",
"전남","구례군","화물","계","","4211",
"전남","구례군","특수","계","","52",
"전남","구례군","총계","계","","13842",
"전남","나주시","승용","계","","45700",
"전남","나주시","승합","계","","2584",
"전남","나주시","화물","계","","16684",
"전남","나주시","특수","계","","446",
"전남","나주시","총계","계","","65414",
"전남","담양군","승용","계","","17636",
"전남","담양군","승합","계","","1172",
"전남","담양군","화물","계","","8538",
"전남","담양군","특수","계","","198",
"전남","담양군","총계","계","","27544",
"전남","목포시","승용","계","","80567",
"전남","목포시","승합","계","","3996",
"전남","목포시","화물","계","","16142",
"전남","목포시","특수","계","","533",
"전남","목포시","총계","계","","101238",
"전남","무안군","승용","계","","29663",
"전남","무안군","승합","계","","1730",
"전남","무안군","화물","계","","11350",
"전남","무안군","특수","계","","180",
"전남","무안군","총계","계","","42923",
"전남","보성군","승용","계","","60379",
"전남","보성군","승합","계","","2465",
"전남","보성군","화물","계","","7750",
"전남","보성군","특수","계","","92",
"전남","보성군","총계","계","","70686",
"전남","순천시","승용","계","","109486",
"전남","순천시","승합","계","","4649",
"전남","순천시","화물","계","","24350",
"전남","순천시","특수","계","","1046",
"전남","순천시","총계","계","","139531",
"전남","신안군","승용","계","","12149",
"전남","신안군","승합","계","","824",
"전남","신안군","화물","계","","8800",
"전남","신안군","특수","계","","100",
"전남","신안군","총계","계","","21873",
"전남","여수시","승용","계","","104718",
"전남","여수시","승합","계","","4784",
"전남","여수시","화물","계","","24308",
"전남","여수시","특수","계","","1039",
"전남","여수시","총계","계","","134849",
"전남","영광군","승용","계","","18564",
"전남","영광군","승합","계","","1000",
"전남","영광군","화물","계","","8202",
"전남","영광군","특수","계","","97",
"전남","영광군","총계","계","","27863",
"전남","영암군","승용","계","","35543",
"전남","영암군","승합","계","","1688",
"전남","영암군","화물","계","","11052",
"전남","영암군","특수","계","","259",
"전남","영암군","총계","계","","48542",
"전남","완도군","승용","계","","14877",
"전남","완도군","승합","계","","986",
"전남","완도군","화물","계","","9408",
"전남","완도군","특수","계","","105",
"전남","완도군","총계","계","","25376",
"전남","장성군","승용","계","","17734",
"전남","장성군","승합","계","","1011",
"전남","장성군","화물","계","","8436",
"전남","장성군","특수","계","","172",
"전남","장성군","총계","계","","27353",
"전남","장흥군","승용","계","","12466",
"전남","장흥군","승합","계","","759",
"전남","장흥군","화물","계","","7052",
"전남","장흥군","특수","계","","65",
"전남","장흥군","총계","계","","20342",
"전남","진도군","승용","계","","9916",
"전남","진도군","승합","계","","677",
"전남","진도군","화물","계","","5996",
"전남","진도군","특수","계","","47",
"전남","진도군","총계","계","","16636",
"전남","함평군","승용","계","","37777",
"전남","함평군","승합","계","","1382",
"전남","함평군","화물","계","","6265",
"전남","함평군","특수","계","","65",
"전남","함평군","총계","계","","45489",
"전남","해남군","승용","계","","22542",
"전남","해남군","승합","계","","1789",
"전남","해남군","화물","계","","14569",
"전남","해남군","특수","계","","123",
"전남","해남군","총계","계","","39023",
"전남","화순군","승용","계","","22678",
"전남","화순군","승합","계","","2346",
"전남","화순군","화물","계","","8238",
"전남","화순군","특수","계","","211",
"전남","화순군","총계","계","","33473",
"경북","계","승용","계","","1072203",
"경북","계","승합","계","","49038",
"경북","계","화물","계","","317057",
"경북","계","특수","계","","7964",
"경북","계","총계","계","","1446262",
"경북","경산시","승용","계","","108143",
"경북","경산시","승합","계","","4078",
"경북","경산시","화물","계","","25639",
"경북","경산시","특수","계","","1056",
"경북","경산시","총계","계","","138916",
"경북","경주시","승용","계","","109563",
"경북","경주시","승합","계","","5052",
"경북","경주시","화물","계","","27611",
"경북","경주시","특수","계","","654",
"경북","경주시","총계","계","","142880",
"경북","고령군","승용","계","","13437",
"경북","고령군","승합","계","","770",
"경북","고령군","화물","계","","6589",
"경북","고령군","특수","계","","86",
"경북","고령군","총계","계","","20882",
"경북","구미시","승용","계","","178373",
"경북","구미시","승합","계","","7241",
"경북","구미시","화물","계","","29931",
"경북","구미시","특수","계","","621",
"경북","구미시","총계","계","","216166",
"경북","군위군","승용","계","","9105",
"경북","군위군","승합","계","","479",
"경북","군위군","화물","계","","5285",
"경북","군위군","특수","계","","66",
"경북","군위군","총계","계","","14935",
"경북","김천시","승용","계","","53617",
"경북","김천시","승합","계","","2586",
"경북","김천시","화물","계","","17601",
"경북","김천시","특수","계","","266",
"경북","김천시","총계","계","","74070",
"경북","문경시","승용","계","","25158",
"경북","문경시","승합","계","","1530",
"경북","문경시","화물","계","","9926",
"경북","문경시","특수","계","","140",
"경북","문경시","총계","계","","36754",
"경북","봉화군","승용","계","","10405",
"경북","봉화군","승합","계","","573",
"경북","봉화군","화물","계","","6773",
"경북","봉화군","특수","계","","49",
"경북","봉화군","총계","계","","17800",
"경북","상주시","승용","계","","34629",
"경북","상주시","승합","계","","2095",
"경북","상주시","화물","계","","17643",
"경북","상주시","특수","계","","258",
"경북","상주시","총계","계","","54625",
"경북","성주군","승용","계","","18538",
"경북","성주군","승합","계","","957",
"경북","성주군","화물","계","","11474",
"경북","성주군","특수","계","","226",
"경북","성주군","총계","계","","31195",
"경북","안동시","승용","계","","59873",
"경북","안동시","승합","계","","2860",
"경북","안동시","화물","계","","20098",
"경북","안동시","특수","계","","394",
"경북","안동시","총계","계","","83225",
"경북","영덕군","승용","계","","12252",
"경북","영덕군","승합","계","","748",
"경북","영덕군","화물","계","","6019",
"경북","영덕군","특수","계","","61",
"경북","영덕군","총계","계","","19080",
"경북","영양군","승용","계","","5574",
"경북","영양군","승합","계","","356",
"경북","영양군","화물","계","","3682",
"경북","영양군","특수","계","","29",
"경북","영양군","총계","계","","9641",
"경북","영주시","승용","계","","38680",
"경북","영주시","승합","계","","2011",
"경북","영주시","화물","계","","15298",
"경북","영주시","특수","계","","285",
"경북","영주시","총계","계","","56274",
"경북","영천시","승용","계","","40832",
"경북","영천시","승합","계","","2221",
"경북","영천시","화물","계","","17388",
"경북","영천시","특수","계","","480",
"경북","영천시","총계","계","","60921",
"경북","예천군","승용","계","","19753",
"경북","예천군","승합","계","","920",
"경북","예천군","화물","계","","8114",
"경북","예천군","특수","계","","117",
"경북","예천군","총계","계","","28904",
"경북","울릉군","승용","계","","3928",
"경북","울릉군","승합","계","","449",
"경북","울릉군","화물","계","","1413",
"경북","울릉군","특수","계","","19",
"경북","울릉군","총계","계","","5809",
"경북","울진군","승용","계","","18572",
"경북","울진군","승합","계","","874",
"경북","울진군","화물","계","","6427",
"경북","울진군","특수","계","","107",
"경북","울진군","총계","계","","25980",
"경북","의성군","승용","계","","17759",
"경북","의성군","승합","계","","1088",
"경북","의성군","화물","계","","12064",
"경북","의성군","특수","계","","160",
"경북","의성군","총계","계","","31071",
"경북","청도군","승용","계","","16300",
"경북","청도군","승합","계","","772",
"경북","청도군","화물","계","","8062",
"경북","청도군","특수","계","","99",
"경북","청도군","총계","계","","25233",
"경북","청송군","승용","계","","9164",
"경북","청송군","승합","계","","562",
"경북","청송군","화물","계","","5687",
"경북","청송군","특수","계","","49",
"경북","청송군","총계","계","","15462",
"경북","칠곡군","승용","계","","53116",
"경북","칠곡군","승합","계","","2687",
"경북","칠곡군","화물","계","","13893",
"경북","칠곡군","특수","계","","318",
"경북","칠곡군","총계","계","","70014",
"경북","포항시 남구","승용","계","","100234",
"경북","포항시 남구","승합","계","","4300",
"경북","포항시 남구","화물","계","","21888",
"경북","포항시 남구","특수","계","","1979",
"경북","포항시 남구","총계","계","","128401",
"경북","포항시 북구","승용","계","","115198",
"경북","포항시 북구","승합","계","","3829",
"경북","포항시 북구","화물","계","","18552",
"경북","포항시 북구","특수","계","","445",
"경북","포항시 북구","총계","계","","138024",
"경남","계","승용","계","","1366284",
"경남","계","승합","계","","55134",
"경남","계","화물","계","","292183",
"경남","계","특수","계","","7902",
"경남","계","총계","계","","1721503",
"경남","고성군","승용","계","","18223",
"경남","고성군","승합","계","","1055",
"경남","고성군","화물","계","","7423",
"경남","고성군","특수","계","","144",
"경남","고성군","총계","계","","26845",
"경남","거제시","승용","계","","89899",
"경남","거제시","승합","계","","3988",
"경남","거제시","화물","계","","12157",
"경남","거제시","특수","계","","289",
"경남","거제시","총계","계","","106333",
"경남","거창군","승용","계","","21739",
"경남","거창군","승합","계","","1197",
"경남","거창군","화물","계","","9108",
"경남","거창군","특수","계","","221",
"경남","거창군","총계","계","","32265",
"경남","김해시","승용","계","","220670",
"경남","김해시","승합","계","","8280",
"경남","김해시","화물","계","","44285",
"경남","김해시","특수","계","","858",
"경남","김해시","총계","계","","274093",
"경남","남해군","승용","계","","12879",
"경남","남해군","승합","계","","796",
"경남","남해군","화물","계","","6151",
"경남","남해군","특수","계","","64",
"경남","남해군","총계","계","","19890",
"경남","밀양시","승용","계","","39492",
"경남","밀양시","승합","계","","1908",
"경남","밀양시","화물","계","","16204",
"경남","밀양시","특수","계","","734",
"경남","밀양시","총계","계","","58338",
"경남","사천시","승용","계","","43155",
"경남","사천시","승합","계","","1998",
"경남","사천시","화물","계","","11113",
"경남","사천시","특수","계","","230",
"경남","사천시","총계","계","","56496",
"경남","산청군","승용","계","","12247",
"경남","산청군","승합","계","","682",
"경남","산청군","화물","계","","7337",
"경남","산청군","특수","계","","243",
"경남","산청군","총계","계","","20509",
"경남","양산시","승용","계","","133680",
"경남","양산시","승합","계","","5967",
"경남","양산시","화물","계","","28329",
"경남","양산시","특수","계","","1899",
"경남","양산시","총계","계","","169875",
"경남","의령군","승용","계","","9370",
"경남","의령군","승합","계","","537",
"경남","의령군","화물","계","","4813",
"경남","의령군","특수","계","","119",
"경남","의령군","총계","계","","14839",
"경남","진주시","승용","계","","131930",
"경남","진주시","승합","계","","5468",
"경남","진주시","화물","계","","29840",
"경남","진주시","특수","계","","651",
"경남","진주시","총계","계","","167889",
"경남","창녕군","승용","계","","23960",
"경남","창녕군","승합","계","","1367",
"경남","창녕군","화물","계","","10328",
"경남","창녕군","특수","계","","157",
"경남","창녕군","총계","계","","35812",
"경남","창원시 마산합포구","승용","계","","86386",
"경남","창원시 마산합포구","승합","계","","2885",
"경남","창원시 마산합포구","화물","계","","11861",
"경남","창원시 마산합포구","특수","계","","194",
"경남","창원시 마산합포구","총계","계","","101326",
"경남","창원시 마산회원구","승용","계","","81593",
"경남","창원시 마산회원구","승합","계","","2912",
"경남","창원시 마산회원구","화물","계","","13226",
"경남","창원시 마산회원구","특수","계","","335",
"경남","창원시 마산회원구","총계","계","","98066",
"경남","창원시 성산구","승용","계","","108682",
"경남","창원시 성산구","승합","계","","2886",
"경남","창원시 성산구","화물","계","","9572",
"경남","창원시 성산구","특수","계","","248",
"경남","창원시 성산구","총계","계","","121388",
"경남","창원시 의창구","승용","계","","127474",
"경남","창원시 의창구","승합","계","","4089",
"경남","창원시 의창구","화물","계","","20019",
"경남","창원시 의창구","특수","계","","498",
"경남","창원시 의창구","총계","계","","152080",
"경남","창원시 진해구","승용","계","","79339",
"경남","창원시 진해구","승합","계","","2676",
"경남","창원시 진해구","화물","계","","8130",
"경남","창원시 진해구","특수","계","","274",
"경남","창원시 진해구","총계","계","","90419",
"경남","통영시","승용","계","","41945",
"경남","통영시","승합","계","","2425",
"경남","통영시","화물","계","","9247",
"경남","통영시","특수","계","","143",
"경남","통영시","총계","계","","53760",
"경남","하동군","승용","계","","15786",
"경남","하동군","승합","계","","797",
"경남","하동군","화물","계","","8125",
"경남","하동군","특수","계","","121",
"경남","하동군","총계","계","","24829",
"경남","함안군","승용","계","","41069",
"경남","함안군","승합","계","","1687",
"경남","함안군","화물","계","","10299",
"경남","함안군","특수","계","","305",
"경남","함안군","총계","계","","53360",
"경남","함양군","승용","계","","12273",
"경남","함양군","승합","계","","716",
"경남","함양군","화물","계","","6413",
"경남","함양군","특수","계","","71",
"경남","함양군","총계","계","","19473",
"경남","합천군","승용","계","","14493",
"경남","합천군","승합","계","","818",
"경남","합천군","화물","계","","8203",
"경남","합천군","특수","계","","104",
"경남","합천군","총계","계","","23618",
"제주","계","승용","계","","495054",
"제주","계","승합","계","","19751",
"제주","계","화물","계","","80052",
"제주","계","특수","계","","1358",
"제주","계","총계","계","","596215",
"제주","서귀포시","승용","계","","72601",
"제주","서귀포시","승합","계","","3691",
"제주","서귀포시","화물","계","","28280",
"제주","서귀포시","특수","계","","331",
"제주","서귀포시","총계","계","","104903",
"제주","제주시","승용","계","","422453",
"제주","제주시","승합","계","","16060",
"제주","제주시","화물","계","","51772",
"제주","제주시","특수","계","","1027",
"제주","제주시","총계","계","","491312",
